year,FIPS,average_yield
2020,28051,185.8
2021,28051,186.94
2022,28051,190.95999999999998
2008,28053,143.84
2009,28053,146.24
2010,28053,144.06
2011,28053,143.76
2012,28053,140.48000000000002
2013,28053,141.54000000000002
2014,28053,147.94
2015,28053,161.62
2016,28053,171.74
2017,28053,182.82
2018,28053,190.6
2019,28053,192.74
2020,28053,189.98
2021,28053,192.26
2022,28053,196.68
2008,28055,147.74
2009,28055,145.94
2010,28055,141.12
2011,28055,137.51999999999998
2012,28055,137.44
2013,28055,141.76
2014,28055,148.95999999999998
2015,28055,163.84
2016,28055,176.18
2017,28055,183.56
2018,28055,183.0
2019,28055,188.11999999999998
2020,28055,184.98000000000002
2021,28055,183.76
2014,28081,92.63999999999999
2015,28081,103.66
2016,28081,106.55999999999999
2017,28081,111.82000000000001
2018,28081,121.67999999999999
2019,28081,128.32
2020,28081,129.7
2021,28081,136.48
2022,28081,139.26
2008,28083,156.64000000000001
2009,28083,158.04000000000002
2010,28083,158.7
2011,28083,161.9
2012,28083,164.42000000000002
2013,28083,166.11999999999998
2014,28083,169.34
2015,28083,180.12
2016,28083,186.66000000000003
2017,28083,193.07999999999998
2018,28083,194.48
2019,28083,195.95999999999998
2020,28083,194.0
2021,28083,193.88000000000002
2022,28083,193.95999999999998
2008,28087,92.97999999999999
2009,28087,91.78
2010,28087,86.78
2011,28087,86.58
2012,28087,90.38
2013,28087,107.54
2014,28087,123.7
2015,28087,139.56
2016,28087,151.18
2017,28087,164.51999999999998
2018,28087,170.26
2019,28087,170.11999999999998
2020,28087,162.14
2021,28087,160.1
2022,28087,164.22
2008,28089,114.58
2009,28089,111.78
2010,28089,102.58
2011,28089,102.58
2012,28089,95.8
2013,28089,101.6
2014,28089,103.9
2021,28089,156.18
2022,28089,162.2
2014,28093,123.08000000000001
2015,28093,131.07999999999998
2008,28095,92.17999999999999
2009,28095,90.38
2010,28095,85.56
2011,28095,86.35999999999999
2012,28095,90.35999999999999
2013,28095,94.5
2014,28095,100.72
2015,28095,113.17999999999999
2016,28095,118.28
2017,28095,124.52000000000001
2018,28095,137.07999999999998
2019,28095,144.18
2020,28095,140.18
2021,28095,145.52
2022,28095,151.51999999999998
2008,28097,118.92
2009,28097,119.52000000000001
2010,28097,121.12
2011,28097,124.52000000000001
2012,28097,122.55999999999999
2008,28103,112.2
2009,28103,112.0
2010,28103,105.2
2011,28103,104.4
2012,28103,107.4
2013,28103,120.0
2014,28103,129.0
2015,28103,144.95999999999998
2016,28103,151.3
2017,28103,161.95999999999998
2018,28103,168.06
2019,28103,168.6
2020,28103,162.06
2021,28103,167.21999999999997
2022,28103,171.42
2008,28107,116.92
2009,28107,109.52000000000001
2010,28107,110.72
2011,28107,117.52000000000001
2012,28107,123.72
2013,28107,124.14000000000001
2014,28107,138.54000000000002
2015,28107,142.5
2016,28107,150.98000000000002
2017,28107,156.98000000000002
2018,28107,162.11999999999998
2019,28107,158.94
2012,28119,143.94
2019,28119,178.32000000000002
2020,28119,174.1
2021,28119,180.07999999999998
2022,28119,182.78000000000003
2008,28125,148.02
2009,28125,151.82
2010,28125,145.82
2011,28125,150.22
2012,28125,151.4
2013,28125,157.88
2014,28125,163.88
2015,28125,181.02
2016,28125,187.92000000000002
2017,28125,196.06
2018,28125,195.26
2019,28125,198.74
2020,28125,197.18
2021,28125,196.42000000000002
2022,28125,197.57999999999998
2008,28133,137.92000000000002
2009,28133,144.92000000000002
2010,28133,145.98
2011,28133,142.98
2012,28133,144.94
2013,28133,147.5
2014,28133,151.5
2015,28133,161.28000000000003
2016,28133,169.51999999999998
2017,28133,180.68
2018,28133,185.28000000000003
2019,28133,190.06
2020,28133,189.18
2021,28133,193.66
2022,28133,196.37999999999997
2008,28135,149.66
2009,28135,149.85999999999999
2010,28135,151.12
2011,28135,156.2
2012,28135,157.5
2013,28135,154.7
2014,28135,158.48000000000002
2015,28135,166.4
2016,28135,168.16
2017,28135,171.71999999999997
2018,28135,179.74
2019,28135,183.54
2020,28135,182.16
2021,28135,184.5
2022,28135,184.56
2014,28137,124.12
2015,28137,129.22
2016,28137,133.11999999999998
2017,28137,136.3
2018,28137,150.98000000000002
2019,28137,159.35999999999999
2020,28137,166.51999999999998
2021,28137,173.33999999999997
2021,28139,145.4
2022,28139,145.07999999999998
2012,28143,152.95999999999998
2021,28145,153.94
2022,28145,154.99999999999997
2008,28151,155.92000000000002
2009,28151,161.12
2010,28151,165.85999999999999
2011,28151,168.26
2012,28151,167.86
2013,28151,170.84
2014,28151,172.24
2015,28151,181.06
2016,28151,186.02
2017,28151,191.06
2018,28151,193.64000000000001
2019,28151,196.51999999999998
2020,28151,192.07999999999998
2021,28151,192.17999999999998
2022,28151,195.98
2017,28155,136.86
2018,28155,144.0
2019,28155,143.76
2020,28155,145.04000000000002
2021,28155,150.42000000000002
2022,28155,161.3
2008,28163,138.35999999999999
2009,28163,134.95999999999998
2010,28163,131.35999999999999
2011,28163,129.76
2012,28163,126.88000000000002
2013,28163,132.52
2014,28163,141.72
2015,28163,157.07999999999998
2016,28163,167.38
2017,28163,177.42000000000002
2018,28163,181.11999999999998
2019,28163,182.1
2020,28163,175.24
2021,28163,173.28000000000003
2022,28163,177.48
2008,29001,130.50000000000003
2009,29001,131.58
2010,29001,126.32000000000001
2011,29001,125.32000000000001
2012,29001,119.08
2013,29001,101.4
2014,29001,103.04
2015,29001,111.34
2016,29001,119.92
2008,29003,134.26000000000002
2009,29003,141.51999999999998
2010,29003,137.66
2008,29005,146.98
2009,29005,156.9
2010,29005,159.5
2011,29005,157.48
2012,29005,156.38
2013,29005,148.38
2014,29005,150.98
2008,29007,111.75999999999999
2009,29007,123.16
2010,29007,120.5
2011,29007,133.85999999999999
2012,29007,128.1
2013,29007,110.17999999999999
2014,29007,106.24000000000001
2015,29007,114.13999999999999
2016,29007,111.55999999999999
2017,29007,124.88
2018,29007,153.98
2019,29007,155.34
2020,29007,151.98
2012,29009,110.02000000000001
2013,29009,101.72
2014,29009,96.47999999999999
2015,29009,95.38000000000001
2008,29011,122.97999999999999
2009,29011,123.92
2010,29011,124.7
2011,29011,131.72
2012,29011,114.94000000000001
2019,29011,151.12
2020,29011,143.74
2021,29011,134.56
2022,29011,139.22
2008,29013,114.75999999999999
2009,29013,124.16
2010,29013,125.5
2022,29013,159.23999999999998
2008,29015,92.88000000000001
2009,29015,111.42
2010,29015,110.05999999999999
2011,29015,122.58
2012,29015,123.08
2013,29015,107.16
2008,29017,127.32000000000001
2009,29017,134.4
2010,29017,134.45999999999998
2011,29017,132.0
2012,29017,127.02000000000001
2013,29017,122.02000000000001
2008,29019,118.4
2009,29019,126.62
2010,29019,120.46
2011,29019,129.8
2012,29019,120.64000000000001
2013,29019,104.25999999999999
2014,29019,104.64000000000001
2015,29019,114.0
2008,29021,135.56
2009,29021,149.36
2010,29021,145.94
2011,29021,145.16
2012,29021,144.04000000000002
2013,29021,137.3
2008,29023,144.3
2009,29023,149.42000000000002
2010,29023,147.52
2011,29023,147.2
2012,29023,142.42000000000002
2008,29025,99.92
2009,29025,117.4
2010,29025,112.4
2011,29025,118.7
2012,29025,120.6
2013,29025,107.02000000000001
2014,29025,97.82000000000001
2015,29025,107.16
2016,29025,112.42
2017,29025,125.63999999999999
2008,29027,113.68000000000002
2009,29027,127.98000000000002
2010,29027,123.42
2011,29027,136.0
2012,29027,135.48
2013,29027,119.04
2014,29027,116.04
2008,29031,143.02
2009,29031,146.52
2010,29031,143.02
2011,29031,143.35999999999999
2012,29031,138.45999999999998
2013,29031,126.28
2014,29031,125.5
2015,29031,128.21999999999997
2016,29031,133.0
2017,29031,135.78000000000003
2008,29033,143.72
2009,29033,150.42
2010,29033,145.26
2011,29033,140.3
2012,29033,136.22
2013,29033,124.5
2008,29037,113.66
2009,29037,124.1
2010,29037,126.54
2011,29037,125.96
2012,29037,114.8
2013,29037,99.1
2014,29037,95.78
2015,29037,102.0
2016,29037,108.17999999999999
2017,29037,127.1
2008,29041,137.42000000000002
2009,29041,144.24
2010,29041,140.5
2011,29041,138.94
2012,29041,133.0
2013,29041,115.24000000000001
2014,29041,109.46
2015,29041,117.82000000000001
2008,29045,135.86
2009,29045,137.04000000000002
2010,29045,137.52
2011,29045,132.98
2012,29045,125.5
2008,29047,124.52000000000001
2009,29047,139.64000000000001
2010,29047,139.48
2011,29047,141.88
2012,29047,146.2
2013,29047,135.74
2014,29047,132.35999999999999
2015,29047,135.11999999999998
2016,29047,132.74
2017,29047,139.62
2008,29049,119.66
2009,29049,138.2
2010,29049,138.28
2011,29049,141.52
2012,29049,142.4
2013,29049,127.92
2014,29049,123.2
2015,29049,126.32000000000001
2016,29049,127.82000000000001
2017,29049,131.68
2018,29049,155.66
2019,29049,150.5
2020,29049,141.64
2021,29049,152.94
2022,29049,155.44
2008,29051,113.47999999999999
2009,29051,121.2
2010,29051,123.12
2011,29051,133.84
2012,29051,139.54000000000002
2013,29051,126.96
2014,29051,127.17999999999999
2015,29051,131.24
2016,29051,129.42000000000002
2017,29051,132.52
2018,29051,153.38
2008,29053,118.38
2009,29053,133.32
2010,29053,128.64000000000001
2011,29053,141.07999999999998
2012,29053,133.88
2008,29057,112.22
2009,29057,115.4
2010,29057,117.12
2011,29057,125.35999999999999
2012,29057,106.52000000000001
2013,29057,100.1
2014,29057,94.9
2015,29057,97.56000000000002
2016,29057,99.70000000000002
2017,29057,119.67999999999999
2018,29057,126.84
2019,29057,128.1
2020,29057,119.3
2021,29057,116.3
2008,29061,105.14000000000001
2009,29061,120.32000000000001
2010,29061,117.4
2011,29061,119.5
2008,29063,113.34
2009,29063,127.24000000000001
2010,29063,124.96
2011,29063,126.52000000000001
2012,29063,123.46
2013,29063,111.34
2022,29063,142.4
2008,29069,153.26
2009,29069,155.08
2010,29069,157.24
2020,29069,175.34
2021,29069,177.61999999999998
2022,29069,185.06
2008,29071,128.2
2009,29071,134.76
2010,29071,137.38
2011,29071,141.4
2012,29071,133.2
2013,29071,116.3
2014,29071,115.34
2015,29071,119.34
2008,29073,107.9
2009,29073,118.82000000000001
2010,29073,127.16
2011,29073,131.54000000000002
2012,29073,121.34
2013,29073,110.94000000000001
2014,29073,107.34
2015,29073,108.28
2016,29073,103.28
2017,29073,112.14000000000001
2018,29073,129.32
2019,29073,133.76
2020,29073,129.33999999999997
2021,29073,141.76
2022,29073,144.07999999999998
2008,29075,124.2
2009,29075,132.74
2010,29075,131.34
2011,29075,121.96
2017,29077,126.58
2018,29077,143.28
2008,29079,114.78
2009,29079,125.75999999999999
2010,29079,124.22
2011,29079,124.02000000000001
2012,29079,122.74000000000001
2008,29081,121.92
2009,29081,130.92000000000002
2010,29081,126.85999999999999
2011,29081,121.44000000000001
2012,29081,117.04
2008,29083,87.58
2009,29083,96.9
2010,29083,100.47999999999999
2011,29083,100.92
2012,29083,92.47999999999999
2013,29083,78.17999999999999
2014,29083,77.1
2008,29087,151.0
2009,29087,154.62
2010,29087,154.6
2011,29087,155.28
2012,29087,154.38
2013,29087,150.42000000000002
2014,29087,156.88
2008,29089,131.38
2009,29089,140.56
2010,29089,136.8
2011,29089,142.48
2012,29089,138.04000000000002
2008,29095,126.73999999999998
2009,29095,137.66
2010,29095,137.28
2011,29095,137.22
2012,29095,137.52
2013,29095,125.16
2008,29097,116.08
2009,29097,116.32000000000001
2010,29097,114.75999999999999
2011,29097,122.32000000000001
2012,29097,106.6
2008,29099,104.75999999999999
2009,29099,111.88
2010,29099,114.96
2011,29099,123.97999999999999
2012,29099,122.8
2013,29099,108.54
2014,29099,109.35999999999999
2015,29099,105.91999999999999
2016,29099,109.73999999999998
2017,29099,113.82000000000001
2018,29099,126.54
2019,29099,126.13999999999999
2020,29099,127.35999999999999
2021,29099,130.22
2022,29099,133.56
2008,29101,106.52000000000001
2009,29101,122.85999999999999
2010,29101,119.8
2011,29101,123.04
2012,29101,120.5
2013,29101,105.82000000000001
2014,29101,103.94000000000001
2015,29101,112.92
2016,29101,119.32000000000001
2017,29101,133.12
2018,29101,156.44
2008,29103,131.78
2009,29103,131.4
2010,29103,129.98
2013,29105,123.74000000000001
2014,29105,113.78
2015,29105,109.52000000000001
2016,29105,104.52000000000001
2008,29107,139.22
2009,29107,152.22
2010,29107,149.0
2011,29107,149.92000000000002
2012,29107,151.82
2013,29107,137.44
2014,29107,136.34
2015,29107,144.88
2016,29107,149.04000000000002
2017,29107,158.88
2018,29107,183.97999999999996
2019,29107,186.33999999999997
2020,29107,181.49999999999997
2008,29109,114.82000000000001
2009,29109,117.52000000000001
2010,29109,116.94000000000001
2017,29109,113.52000000000001
2008,29111,126.76000000000002
2009,29111,125.88000000000002
2010,29111,120.32000000000001
2011,29111,125.02000000000001
2012,29111,118.35999999999999
2013,29111,100.55999999999999
2014,29111,94.78
2015,29111,103.17999999999999
2016,29111,107.86000000000001
2017,29111,122.04
2018,29111,145.57999999999998
2008,29113,118.2
2009,29113,122.88
2010,29113,122.25999999999999
2011,29113,132.6
2012,29113,126.0
2008,29115,118.6
2009,29115,132.84
2010,29115,130.92000000000002
2011,29115,134.64000000000001
2012,29115,128.12
2013,29115,111.97999999999999
2008,29117,119.02000000000001
2009,29117,134.34
2010,29117,130.7
2011,29117,132.48
2012,29117,127.92
2013,29117,112.34
2008,29121,131.92000000000002
2009,29121,141.7
2010,29121,138.95999999999998
2012,29125,120.62
2013,29125,105.62
2014,29125,105.42
2008,29127,133.95999999999998
2009,29127,135.98
2010,29127,133.18
2011,29127,143.42000000000002
2012,29127,137.48
2008,29129,128.16
2009,29129,128.66
2010,29129,125.24000000000001
2011,29129,124.08
2008,29131,107.97999999999999
2009,29131,116.16
2010,29131,108.24000000000001
2011,29131,121.78
2012,29131,121.47999999999999
2013,29131,107.8
2014,29131,104.58
2015,29131,116.46000000000001
2016,29131,108.44000000000001
2017,29131,115.66
2018,29131,135.94
2019,29131,135.8
2020,29131,130.56
2021,29131,138.06
2008,29133,165.92000000000002
2009,29133,169.14000000000001
2010,29133,169.38
2011,29133,169.6
2012,29133,166.2
2013,29133,155.66
2014,29133,159.44
2015,29133,164.52
2016,29133,173.88000000000002
2017,29133,171.6
2018,29133,182.0
2019,29133,179.52
2020,29133,170.72000000000003
2021,29133,168.66000000000003
2022,29133,177.42
2008,29135,102.26
2009,29135,112.42
2010,29135,108.66
2022,29135,139.85999999999999
2008,29137,112.7
2009,29137,124.05999999999999
2010,29137,116.4
2011,29137,125.7
2012,29137,117.84
2013,29137,96.1
2014,29137,95.3
2015,29137,105.34
2016,29137,112.94000000000001
2017,29137,127.4
2018,29137,151.8
2008,29139,110.5
2009,29139,115.7
2010,29139,110.14000000000001
2011,29139,122.2
2012,29139,112.96
2013,29139,98.78
2008,29141,87.24
2009,29141,101.46000000000001
2010,29141,97.1
2011,29141,109.22
2012,29141,107.72
2013,29141,92.42
2014,29141,93.66
2015,29141,99.32000000000001
2016,29141,102.88000000000002
2017,29141,121.24000000000001
2018,29141,144.18
2019,29141,145.98000000000002
2020,29141,146.82
2021,29141,148.42
2022,29141,135.45999999999998
2008,29143,160.92000000000002
2009,29143,164.7
2010,29143,165.5
2011,29143,167.04000000000002
2012,29143,167.44
2013,29143,165.45999999999998
2014,29143,166.6
2021,29145,126.02000000000001
2008,29147,133.02
2009,29147,136.21999999999997
2010,29147,135.56
2011,29147,131.26
2012,29147,127.67999999999999
2013,29147,120.5
2014,29147,121.85999999999999
2015,29147,131.12
2016,29147,134.36
2017,29147,143.34
2018,29147,161.74
2008,29151,112.66
2009,29151,124.51999999999998
2010,29151,129.48
2011,29151,138.2
2012,29151,140.7
2013,29151,130.9
2014,29151,128.07999999999998
2015,29151,131.78
2016,29151,131.8
2017,29151,144.73999999999998
2018,29151,162.66
2019,29151,165.51999999999998
2020,29151,155.62
2021,29151,160.3
2022,29151,150.98
2008,29155,145.32
2009,29155,149.92
2010,29155,152.78
2008,29157,128.57999999999998
2009,29157,138.16
2010,29157,137.92000000000002
2011,29157,141.42000000000002
2012,29157,136.56
2013,29157,121.5
2014,29157,122.82000000000001
2015,29157,125.58
2008,29159,95.92
2009,29159,113.68000000000002
2010,29159,109.72
2011,29159,117.55999999999999
2012,29159,119.64000000000001
2013,29159,102.06
2014,29159,100.06
2015,29159,110.96
2016,29159,110.7
2017,29159,125.92
2018,29159,153.94
2008,29163,118.14000000000001
2009,29163,125.25999999999999
2010,29163,122.85999999999999
2011,29163,135.0
2012,29163,131.14000000000001
2013,29163,117.34
2014,29163,118.96
2015,29163,127.34
2016,29163,120.4
2017,29163,130.46
2018,29163,156.14000000000001
2008,29165,131.36
2009,29165,146.73999999999998
2010,29165,143.66
2020,29165,154.64000000000001
2021,29165,164.86
2022,29165,168.6
2016,29167,104.8
2017,29167,125.4
2018,29167,141.11999999999998
2019,29167,135.95999999999998
2020,29167,135.04
2008,29171,129.56
2009,29171,125.14000000000001
2010,29171,125.8
2011,29171,121.0
2012,29171,116.6
2008,29173,120.1
2009,29173,129.18
2010,29173,122.44000000000001
2011,29173,136.64000000000001
2012,29173,130.98
2013,29173,111.92
2020,29173,150.32
2021,29173,161.68
2022,29173,156.36
2008,29175,112.94000000000001
2009,29175,124.72
2010,29175,121.12
2017,29175,131.0
2018,29175,156.06
2019,29175,157.72
2020,29175,155.06
2021,29175,156.33999999999997
2022,29175,151.3
2008,29177,142.38
2009,29177,151.72
2010,29177,146.44
2011,29177,141.07999999999998
2012,29177,138.84
2013,29177,128.18
2014,29177,126.0
2008,29183,141.74
2009,29183,146.32
2010,29183,146.2
2011,29183,152.22
2012,29183,149.82
2013,29183,134.32
2014,29183,132.12
2015,29183,134.18
2016,29183,132.8
2017,29183,142.4
2018,29183,159.72
2019,29183,161.5
2020,29183,160.3
2021,29183,168.78
2022,29183,171.56
2008,29186,132.38
2009,29186,139.52
2010,29186,136.54000000000002
2011,29186,142.07999999999998
2012,29186,138.98
2013,29186,127.4
2014,29186,129.06
2015,29186,137.35999999999999
2016,29186,138.12
2017,29186,144.10000000000002
2018,29186,157.34
2019,29186,159.08
2020,29186,151.2
2021,29186,154.07999999999998
2022,29186,159.76
2008,29189,131.76000000000002
2009,29189,136.88000000000002
2010,29189,141.12
2011,29189,149.9
2012,29189,155.1
2013,29189,138.84
2014,29189,142.85999999999999
2015,29189,144.4
2016,29189,142.64000000000001
2017,29189,144.3
2008,29195,147.86
2009,29195,155.74
2010,29195,152.72
2011,29195,155.5
2012,29195,153.5
2013,29195,139.16
2014,29195,136.84
2015,29195,145.48000000000002
2016,29195,150.07999999999998
2017,29195,158.85999999999996
2018,29195,181.78
2019,29195,180.6
2020,29195,177.6
2008,29197,117.66
2009,29197,117.88
2010,29197,113.88
2011,29197,111.74000000000001
2008,29199,132.2
2009,29199,131.62
2010,29199,127.96
2008,29201,161.4
2009,29201,164.56
2010,29201,166.16
2011,29201,165.92000000000002
2012,29201,165.76
2008,29205,125.53999999999999
2009,29205,130.28
2010,29205,124.5
2011,29205,130.0
2012,29205,123.32000000000001
2013,29205,102.02000000000001
2014,29205,94.82000000000001
2008,29207,155.45999999999998
2009,29207,158.48
2010,29207,160.76
2011,29207,159.88
2012,29207,157.54000000000002
2013,29207,150.66
2014,29207,152.88
2021,29207,166.8
2022,29207,175.88000000000002
2008,29211,111.7
2009,29211,117.54
2010,29211,112.58
2011,29211,113.75999999999999
2012,29211,109.97999999999999
2013,29211,96.36
2014,29211,94.66
2015,29211,102.79999999999998
2008,29217,121.58
2009,29217,129.02
2010,29217,125.64000000000001
2008,29219,117.04
2009,29219,126.1
2010,29219,124.62
2011,29219,132.85999999999999
2012,29219,126.66
2013,29219,114.46
2014,29219,113.38000000000002
2018,29225,127.17999999999999
2019,29225,116.02000000000001
2008,29227,131.3
2009,29227,131.84
2010,29227,128.1
2011,29227,118.05999999999999
2012,29227,114.55999999999999
2013,29227,101.03999999999999
2014,29227,103.14000000000001
2015,29227,115.01999999999998
2016,29227,121.6
2017,29227,130.95999999999998
2018,29227,147.76000000000002
2008,30009,150.8
2009,30009,148.6
2010,30009,151.6
2011,30009,152.2
2012,30009,152.35999999999999
2013,30009,152.0
2014,30009,155.4
2008,30017,151.6
2009,30017,148.4
2010,30017,155.6
2011,30017,154.42000000000002
2012,30017,153.52
2013,30017,149.18
2014,30017,148.92000000000002
2008,30021,140.0
2009,30021,136.4
2010,30021,138.4
2011,30021,139.42000000000002
2008,30083,128.6
2009,30083,130.4
2010,30083,137.4
2011,30083,142.24
2012,30083,138.68
2013,30083,129.35999999999999
2014,30083,131.61999999999998
2015,30083,124.32000000000001
2016,30083,122.98000000000002
2008,30087,147.8
2009,30087,152.2
2010,30087,159.6
2011,30087,159.7
2012,30087,158.9
2008,30103,182.0
2009,30103,180.8
2010,30103,185.6
2011,30103,184.24
2008,30111,165.2
2009,30111,162.4
2010,30111,167.2
2011,30111,165.72
2012,30111,150.88
2013,30111,133.4
2014,30111,130.7
2015,30111,119.17999999999999
2016,30111,122.97999999999999
2008,31001,174.8
2009,31001,176.68
2010,31001,178.68
2011,31001,180.98
2012,31001,186.02000000000004
2013,31001,187.64000000000001
2014,31001,188.34
2015,31001,186.94
2016,31001,191.50000000000003
2017,31001,189.8
2018,31001,192.57999999999998
2019,31001,198.76
2020,31001,201.28000000000003
2021,31001,199.42000000000002
2022,31001,207.84
2008,31003,168.26
2009,31003,170.72
2010,31003,175.88
2011,31003,179.16
2012,31003,179.14000000000001
2013,31003,180.18
2014,31003,182.2
2015,31003,180.4
2016,31003,184.02
2017,31003,189.7
2018,31003,196.45999999999998
2019,31003,200.38
2008,31007,110.17999999999999
2008,31011,157.42
2009,31011,161.28000000000003
2010,31011,166.74
2011,31011,168.42
2012,31011,168.9
2013,31011,165.32
2014,31011,167.62
2015,31011,169.04000000000002
2016,31011,172.98
2017,31011,181.42
2018,31011,190.92000000000002
2019,31011,193.82
2020,31011,196.26000000000002
2008,31013,159.16
2009,31013,155.8
2010,31013,157.14000000000001
2011,31013,153.32
2012,31013,151.0
2013,31013,147.6
2014,31013,149.0
2015,31013,150.34
2016,31013,149.4
2017,31013,151.88000000000002
2018,31013,151.1
2019,31013,155.35999999999999
2020,31013,153.44
2021,31013,151.74
2022,31013,148.01999999999998
2008,31015,69.72
2009,31015,82.46000000000001
2010,31015,95.02000000000001
2011,31015,111.2
2012,31015,123.35999999999999
2008,31017,176.42000000000002
2009,31017,178.36
2010,31017,181.0
2011,31017,183.49999999999997
2012,31017,182.58
2013,31017,179.40000000000003
2014,31017,177.46
2008,31019,179.42000000000002
2009,31019,176.72
2010,31019,179.94
2011,31019,181.5
2012,31019,179.68
2013,31019,181.32
2014,31019,182.35999999999999
2015,31019,182.21999999999997
2016,31019,186.45999999999998
2017,31019,192.22
2018,31019,195.24
2019,31019,204.32
2020,31019,205.24
2008,31021,148.48
2009,31021,152.57999999999998
2010,31021,158.58
2011,31021,161.42000000000002
2012,31021,166.88
2013,31021,160.74
2014,31021,166.94
2015,31021,162.92000000000002
2016,31021,169.56
2017,31021,172.54000000000002
2018,31021,185.82
2019,31021,185.04000000000002
2020,31021,188.92000000000002
2021,31021,186.26
2022,31021,193.06
2008,31023,144.68
2009,31023,152.66000000000003
2010,31023,157.2
2011,31023,162.64000000000001
2012,31023,171.3
2013,31023,167.51999999999998
2014,31023,170.45999999999998
2015,31023,169.12
2016,31023,174.08
2017,31023,175.56
2018,31023,185.56
2019,31023,190.07999999999998
2020,31023,192.0
2021,31023,189.10000000000002
2022,31023,192.94
2008,31025,130.88
2009,31025,140.52
2010,31025,141.82
2011,31025,144.2
2012,31025,150.45999999999998
2013,31025,141.76
2014,31025,143.02
2015,31025,141.74
2016,31025,148.83999999999997
2017,31025,153.61999999999998
2018,31025,173.61999999999998
2019,31025,184.04000000000002
2020,31025,185.14000000000001
2008,31027,140.34
2009,31027,147.34
2010,31027,149.44
2011,31027,155.35999999999999
2012,31027,163.46
2013,31027,154.66
2014,31027,159.51999999999998
2015,31027,162.14000000000001
2016,31027,165.58
2017,31027,169.3
2018,31027,186.07999999999998
2019,31027,189.47999999999996
2020,31027,193.35999999999999
2021,31027,192.08
2022,31027,195.66
2008,31029,180.57999999999998
2009,31029,179.6
2010,31029,172.68
2011,31029,172.38
2012,31029,157.1
2013,31029,157.32
2014,31029,155.98000000000002
2015,31029,163.18
2016,31029,163.64000000000001
2017,31029,176.14000000000001
2018,31029,179.17999999999998
2019,31029,185.44
2020,31029,179.7
2021,31029,174.94
2022,31029,176.66
2008,31031,181.74
2009,31031,183.3
2010,31031,183.23999999999998
2011,31031,179.61999999999998
2012,31031,175.1
2013,31031,173.56
2008,31033,144.48000000000002
2008,31035,167.78
2009,31035,172.26
2010,31035,174.35999999999999
2011,31035,175.26
2012,31035,180.54000000000002
2013,31035,180.45999999999998
2014,31035,172.7
2015,31035,176.5
2016,31035,181.42
2017,31035,179.28
2018,31035,184.28000000000003
2019,31035,195.04
2020,31035,192.76000000000002
2008,31037,152.9
2009,31037,157.86
2010,31037,160.2
2011,31037,162.88
2012,31037,166.33999999999997
2013,31037,155.78000000000003
2014,31037,161.0
2015,31037,163.14000000000001
2016,31037,172.48
2017,31037,176.14000000000001
2018,31037,190.64
2019,31037,195.44
2020,31037,195.32
2021,31037,192.26
2022,31037,201.68
2008,31039,154.86
2009,31039,161.04
2010,31039,165.35999999999999
2011,31039,170.45999999999998
2012,31039,176.22
2013,31039,162.07999999999998
2014,31039,168.64000000000001
2015,31039,166.11999999999998
2016,31039,169.38000000000002
2017,31039,173.5
2018,31039,195.14000000000001
2019,31039,196.58
2020,31039,201.28
2021,31039,197.0
2022,31039,201.12
2008,31041,157.79999999999998
2009,31041,159.61999999999998
2010,31041,162.52
2011,31041,165.82
2012,31041,167.26
2013,31041,167.66
2014,31041,168.72000000000003
2015,31041,169.48
2016,31041,172.73999999999995
2017,31041,176.35999999999999
2018,31041,177.56000000000003
2019,31041,185.00000000000003
2020,31041,187.32
2008,31043,157.54000000000002
2009,31043,162.3
2010,31043,166.04
2011,31043,170.28000000000003
2012,31043,172.45999999999998
2013,31043,157.06
2014,31043,160.34
2015,31045,107.0
2008,31047,179.16
2009,31047,178.49999999999997
2010,31047,182.85999999999999
2011,31047,183.04000000000002
2012,31047,182.88000000000002
2013,31047,183.6
2014,31047,187.06
2015,31047,188.5
2016,31047,195.78
2008,31049,142.76
2009,31049,142.92000000000002
2010,31049,141.82
2011,31049,142.14
2012,31049,137.17999999999998
2013,31049,130.3
2008,31051,139.95999999999998
2009,31051,149.01999999999998
2010,31051,151.24
2011,31051,157.98
2012,31051,159.52
2013,31051,146.6
2014,31051,149.54000000000002
2015,31051,151.02
2016,31051,152.32
2017,31051,161.46
2018,31051,179.94
2008,31053,152.7
2009,31053,160.07999999999998
2010,31053,163.4
2011,31053,164.34
2012,31053,168.7
2013,31053,165.34
2014,31053,172.50000000000003
2015,31053,168.38
2016,31053,176.06
2017,31053,176.36
2018,31053,187.64000000000001
2019,31053,188.74
2020,31053,192.87999999999997
2021,31053,190.21999999999997
2022,31053,199.42
2008,31055,145.44
2009,31055,147.78
2010,31055,152.2
2011,31055,150.68
2012,31055,156.1
2013,31055,150.14000000000001
2014,31055,159.02
2008,31057,165.88
2009,31057,161.48
2010,31057,157.14
2011,31057,158.92000000000002
2012,31057,149.07999999999998
2013,31057,144.02
2014,31057,140.42000000000002
2015,31057,144.27999999999997
2016,31057,141.57999999999998
2017,31057,146.73999999999998
2018,31057,150.02
2008,31059,167.06
2009,31059,171.06
2010,31059,174.06
2011,31059,177.44
2012,31059,181.74
2013,31059,181.33999999999997
2014,31059,182.8
2015,31059,184.76000000000002
2016,31059,188.76000000000005
2017,31059,190.74
2018,31059,195.35999999999999
2019,31059,198.16
2020,31059,199.72
2008,31061,166.06
2009,31061,166.36
2010,31061,171.26
2011,31061,175.58
